,src_bytes,service,diff_srv_rate,flag,dst_bytes,dst_host_diff_srv_rate,count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_serror_rate,label
16023,240,http,0.0,SF,1469,0.0,4,255,1.0,0.0,normal
16024,0,ssh,0.05,S0,0,0.06,298,19,0.07,1.0,dos
16025,1032,ecr_i,0.0,SF,0,0.02,510,16,0.1,0.0,dos
16026,1,private,0.0,SF,0,0.07,9,9,0.04,0.0,probe
16027,0,private,0.07,S0,0,0.09,267,8,0.03,1.0,dos
16028,0,telnet,0.06,S0,0,0.05,64,47,0.18,1.0,dos
16029,8,eco_i,0.0,SF,0,0.0,1,89,1.0,0.0,probe
16030,105,private,0.0,SF,0,0.01,2,253,0.99,0.0,normal
16031,205,telnet,0.0,SF,6096,0.05,1,26,0.1,0.51,normal
16032,194,ftp_data,0.0,SF,0,0.02,1,24,0.11,0.0,normal
16033,0,private,0.05,S0,0,0.06,188,24,0.09,1.0,dos
16034,0,other,1.0,REJ,0,1.0,444,1,0.0,0.08,probe
16035,0,private,0.05,S0,0,0.06,120,6,0.02,1.0,dos
16036,0,mtp,0.05,S0,0,0.05,292,4,0.02,1.0,dos
16037,0,csnet_ns,0.06,S0,0,0.07,118,4,0.02,1.0,dos
16038,48,ntp_u,0.0,SF,48,0.1,1,8,0.2,0.0,normal
16039,1032,ecr_i,0.0,SF,0,0.01,189,189,0.74,0.0,dos
16040,0,http_443,0.06,S0,0,0.06,127,19,0.07,1.0,dos
16041,0,private,0.06,S0,0,0.08,135,6,0.03,1.0,dos
16042,169,http,0.0,SF,8147,0.0,4,20,1.0,0.0,normal
16043,0,klogin,0.05,REJ,0,0.07,147,18,0.07,0.0,dos
16044,192,ftp_data,0.0,SF,0,0.24,2,10,0.19,0.0,normal
16045,0,ctf,0.06,REJ,0,0.07,283,13,0.05,0.0,dos
16046,197,http,0.0,SF,2543,0.0,20,255,1.0,0.0,normal
16047,852,ftp_data,0.0,SF,0,0.03,5,119,0.47,0.0,normal
16048,0,nnsp,0.07,REJ,0,0.07,137,7,0.03,0.0,dos
16049,209,http,0.0,SF,809,0.0,14,255,1.0,0.0,normal
16050,602,smtp,0.0,SF,285,0.06,1,115,0.49,0.01,normal
16051,0,other,1.0,REJ,0,1.0,508,1,0.0,0.08,probe
16052,867,smtp,0.0,SF,387,0.09,1,23,0.09,0.8,normal
16053,832,smtp,0.0,SF,338,0.14,1,123,0.86,0.0,normal
16054,0,netbios_ns,0.07,REJ,0,0.07,176,13,0.05,0.0,dos
16055,0,bgp,0.07,S0,0,0.07,144,4,0.02,1.0,dos
16056,466,http,0.0,SF,3177,0.0,1,255,1.0,0.0,normal
16057,30,eco_i,0.0,SF,0,0.0,1,131,1.0,0.0,normal
16058,225,http,0.0,SF,18273,0.0,2,255,1.0,0.0,normal
16059,8,eco_i,0.0,SF,0,0.0,1,13,1.0,0.0,probe
16060,28,private,0.04,SF,0,0.65,191,91,0.36,0.09,dos
16061,0,other,1.0,REJ,0,1.0,511,1,0.0,0.23,probe
16062,884,ftp_data,0.0,SF,0,0.02,3,110,0.43,0.0,normal
16063,234,http,0.0,SF,301,0.0,1,10,1.0,0.33,normal
16064,246,ftp_data,0.0,SF,0,0.0,1,12,1.0,0.0,r2l
16065,0,telnet,0.07,S0,0,0.07,247,10,0.04,1.0,dos
16066,8,eco_i,0.0,SF,0,0.0,1,129,1.0,0.0,probe
16067,0,sunrpc,0.18,S0,0,0.07,22,10,0.04,1.0,dos
16068,0,hostnames,0.07,S0,0,0.07,256,5,0.02,1.0,dos
16069,0,telnet,0.06,S0,0,0.06,110,29,0.11,1.0,dos
16070,303,http,0.0,SF,2239,0.01,4,223,0.87,0.0,normal
16071,0,http,0.08,S0,0,0.03,53,34,0.26,1.0,dos
16072,355,http,0.0,SF,1091,0.0,4,255,1.0,0.0,normal
16073,0,private,0.06,S0,0,0.06,217,30,0.12,1.0,dos
16074,1,private,0.09,SF,0,0.31,33,56,0.22,0.1,probe
16075,17,domain_u,0.0,SF,17,0.01,1,236,0.93,0.0,normal
16076,10044,other,0.25,SF,0,0.03,12,1,0.0,0.0,normal
16077,0,private,0.06,S0,0,0.07,218,3,0.01,1.0,dos
16078,43,domain_u,0.03,SF,125,0.01,78,246,0.96,0.0,normal
16079,0,discard,0.05,S0,0,0.08,292,5,0.02,1.0,dos
16080,0,smtp,0.0,S0,0,0.03,2,145,0.84,0.01,normal
16081,0,private,0.0,SH,0,0.94,1,1,0.01,0.96,probe
16082,368,http,0.0,SF,771,0.0,7,231,1.0,0.0,normal
16083,171,http,0.0,SF,409,0.0,3,255,1.0,0.0,normal
16084,1032,ecr_i,0.0,SF,0,0.0,277,255,1.0,0.0,dos
16085,18,eco_i,0.0,SF,0,0.0,1,14,1.0,0.0,probe
16086,0,http,0.0,REJ,0,0.0,1,255,1.0,0.0,normal
16087,233,http,0.0,SF,1867,0.0,12,255,1.0,0.0,normal
16088,215,http,0.0,SF,1761,0.0,30,255,1.0,0.0,normal
16089,44,domain_u,0.0,SF,133,0.0,125,255,1.0,0.0,normal
16090,43,domain_u,0.0,SF,81,0.03,4,39,0.49,0.0,normal
16091,0,http,0.0,REJ,0,0.0,1,7,1.0,0.0,normal
16092,0,private,0.06,S0,0,0.07,258,17,0.07,1.0,dos
16093,0,telnet,0.08,S0,0,0.05,48,39,0.15,1.0,dos
16094,105,private,0.0,SF,146,0.01,2,235,0.92,0.0,normal
16095,0,private,0.75,S0,0,0.07,4,8,0.03,1.0,dos
16096,44,domain_u,0.0,SF,129,0.01,131,254,1.0,0.0,normal
16097,8,eco_i,0.0,SF,0,0.0,1,255,1.0,0.0,probe
16098,0,smtp,0.0,S0,0,0.02,20,140,0.49,0.98,dos
16099,228,http,0.0,SF,7333,0.0,1,255,1.0,0.0,normal
16100,0,private,0.08,S0,0,0.06,50,20,0.08,1.0,dos
16101,238,http,0.0,SF,3862,0.0,3,255,1.0,0.0,normal
16102,0,csnet_ns,0.07,S0,0,0.08,241,6,0.02,1.0,dos
16103,218,http,0.0,SF,483,0.0,4,255,1.0,0.0,normal
16104,1032,ecr_i,0.0,SF,0,0.01,511,244,0.96,0.0,dos
16105,219,http,0.0,SF,788,0.0,6,255,1.0,0.0,normal
16106,0,ftp_data,0.06,S0,0,0.09,246,2,0.01,1.0,dos
16107,261,http,0.0,SF,585,0.01,1,254,1.0,0.0,normal
16108,0,sunrpc,0.07,RSTO,0,0.08,179,7,0.03,0.0,dos
16109,3745,http,0.0,SF,4026,0.0,19,255,1.0,0.0,normal
16110,244,http,0.0,SF,1719,0.0,8,255,1.0,0.0,normal
16111,45,domain_u,0.0,SF,75,0.01,251,254,1.0,0.0,normal
16112,1032,ecr_i,0.0,SF,0,0.02,108,108,0.42,0.0,dos
16113,201,http,0.0,SF,458,0.0,35,255,1.0,0.0,normal
16114,235,http,0.0,SF,2698,0.02,3,239,0.94,0.0,normal
16115,256,http,0.0,SF,2851,0.0,1,255,1.0,0.0,normal
16116,42,domain_u,0.01,SF,78,0.01,212,254,1.0,0.0,normal
16117,1032,ecr_i,0.0,SF,0,0.01,511,216,0.85,0.0,dos
16118,0,private,0.06,S0,0,0.08,145,5,0.02,1.0,dos
16119,309,http,0.0,SF,757,0.0,2,255,1.0,0.0,normal
16120,0,private,0.06,S0,0,0.05,102,36,0.14,1.0,dos
16121,253,http,0.0,SF,3030,0.0,5,255,1.0,0.0,normal
16122,46,domain_u,0.01,SF,46,0.01,141,254,1.0,0.0,normal
16123,1,private,0.0,RSTR,0,0.82,2,2,0.01,0.0,probe
16124,171,http,0.0,SF,831,0.0,1,255,1.0,0.0,normal
16125,0,auth,0.06,S0,0,0.07,223,20,0.08,1.0,dos
16126,0,private,0.08,REJ,0,0.08,170,15,0.06,0.0,dos
16127,0,sql_net,1.0,REJ,0,1.0,2,1,0.0,0.0,probe
16128,127,urp_i,0.0,SF,0,0.15,2,2,0.1,0.0,normal
16129,271,http,0.0,SF,406,0.0,27,255,1.0,0.0,normal
16130,298,http,0.0,SF,2809,0.0,2,255,1.0,0.0,normal
16131,0,private,1.0,REJ,0,0.47,38,1,0.0,0.02,probe
16132,0,private,0.05,S0,0,0.06,112,14,0.05,1.0,dos
16133,0,time,0.05,S0,0,0.06,231,17,0.07,1.0,dos
16134,43,domain_u,0.0,SF,133,0.01,11,254,1.0,0.0,normal
16135,224,http,0.0,SF,8557,0.0,1,255,1.0,0.0,normal
16136,95,ftp_data,0.0,SF,0,0.09,2,55,0.77,0.0,normal
16137,0,private,0.06,S0,0,0.09,259,3,0.01,1.0,dos
16138,0,private,0.08,S0,0,0.06,113,12,0.05,1.0,dos
16139,325,http,0.0,SF,741,0.0,40,255,1.0,0.0,normal
16140,231,http,0.0,SF,670,0.0,15,255,1.0,0.0,normal
16141,0,telnet,0.05,S0,0,0.03,73,40,0.25,0.99,dos
16142,224,http,0.0,SF,403,0.0,49,255,1.0,0.0,normal
16143,341,http,0.0,SF,604,0.0,6,255,1.0,0.0,normal
16144,192,ftp_data,0.0,SF,0,0.08,1,89,0.49,0.0,normal
16145,5133876,ftp_data,0.0,SF,0,0.0,1,31,1.0,0.0,r2l
16146,4316,ftp_data,0.0,SF,0,0.02,3,81,0.32,0.0,normal
16147,0,Z39_50,0.08,S0,0,0.08,209,3,0.01,1.0,dos
16148,0,time,0.0,SF,4,0.0,1,16,1.0,0.0,normal
16149,207,http,0.0,SF,324,0.0,1,255,1.0,0.0,normal
16150,243,http,0.0,SF,332,0.0,13,255,1.0,0.0,normal
16151,0,private,0.06,S0,0,0.06,201,29,0.11,1.0,dos
16152,45,domain_u,0.01,SF,77,0.01,314,233,0.91,0.0,normal
16153,0,link,0.07,S0,0,0.07,259,1,0.0,1.0,dos
16154,0,private,0.05,S0,0,0.04,121,8,0.03,1.0,dos
16155,264,http,0.0,SF,28362,0.0,1,255,1.0,0.0,normal
16156,0,uucp_path,0.06,S0,0,0.07,201,1,0.0,1.0,dos
16157,567,ftp_data,0.0,SF,0,0.05,1,42,0.12,0.0,normal
16158,226,http,0.0,SF,7303,0.0,2,2,1.0,0.0,normal
16159,230,ftp,0.0,SF,767,0.02,1,59,0.23,0.0,normal
16160,7,finger,0.0,SF,225,0.06,1,14,0.08,0.04,normal
16161,335,http,0.0,SF,14638,0.0,10,255,1.0,0.0,normal
16162,233,http,0.0,SF,345,0.0,20,255,1.0,0.0,normal
16163,520,ecr_i,0.0,SF,0,0.0,480,68,1.0,0.0,dos
16164,0,http,0.0,RSTO,0,0.0,8,255,1.0,0.0,normal
16165,216,http,0.0,SF,412,0.0,6,255,1.0,0.0,normal
16166,244,http,0.0,SF,198,0.0,5,255,1.0,0.0,normal
16167,0,private,0.52,RSTR,0,0.52,389,2,0.01,0.0,probe
16168,1722,smtp,0.0,SF,438,0.06,1,33,0.13,0.0,normal
16169,0,private,0.07,S0,0,0.08,252,9,0.04,1.0,dos
16170,0,iso_tsap,0.07,REJ,0,0.07,176,10,0.04,0.0,dos
16171,209,ftp_data,0.0,SF,0,0.09,2,85,0.45,0.0,normal
16172,325,http,0.0,SF,2897,0.0,3,255,1.0,0.0,normal
16173,146,other,0.0,SF,105,0.7,1,1,0.0,0.0,normal
16174,44,domain_u,0.01,SF,78,0.01,319,251,0.98,0.0,normal
16175,288,http,0.0,SF,3848,0.0,11,255,1.0,0.0,normal
16176,216,http,0.0,SF,2526,0.0,10,255,1.0,0.0,normal
16177,245,http,0.0,SF,266,0.0,1,255,1.0,0.0,normal
16178,0,imap4,0.05,S0,0,0.08,276,12,0.05,1.0,dos
16179,516,other,0.0,SF,4,0.0,376,255,1.0,0.0,normal
16180,768,smtp,0.0,SF,333,0.03,1,152,0.63,0.0,normal
16181,44,domain_u,0.0,SF,44,0.0,163,255,1.0,0.0,normal
16182,220,http,0.0,SF,695,0.0,6,255,1.0,0.0,normal
16183,0,private,0.06,S0,0,0.16,201,1,0.02,0.77,dos
16184,344,telnet,0.0,SF,8486,0.01,1,108,0.49,0.9,normal
16185,211,http,0.0,SF,21556,0.0,1,255,1.0,0.0,normal
16186,516,other,0.0,SF,4,0.0,244,244,1.0,0.0,normal
16187,0,finger,0.15,S0,0,0.03,27,47,0.18,1.0,dos
16188,0,discard,0.06,S0,0,0.07,283,12,0.05,1.0,dos
16189,284,http,0.0,SF,13038,0.0,1,110,1.0,0.0,normal
16190,213,http,0.0,SF,414,0.0,23,255,1.0,0.0,normal
16191,0,systat,0.06,S0,0,0.07,287,19,0.07,1.0,dos
16192,516,other,0.0,SF,4,0.0,303,255,1.0,0.0,normal
16193,0,private,0.0,RSTR,0,0.29,1,1,0.0,0.0,probe
16194,317,http,0.0,SF,1039,0.0,7,255,1.0,0.0,normal
16195,0,private,0.12,S0,0,0.08,40,12,0.05,1.0,dos
16196,245,ftp_data,0.0,SF,0,0.04,2,120,0.3,0.0,normal
16197,0,link,0.09,S0,0,0.09,53,2,0.01,1.0,dos
16198,1022,smtp,0.0,SF,331,0.02,1,178,0.7,0.0,normal
16199,0,private,0.06,S0,0,0.06,137,6,0.02,1.0,dos
16200,1533,ftp,0.0,SF,4152,0.03,1,27,0.13,0.0,normal
16201,310,http,0.0,SF,9238,0.0,2,255,1.0,0.0,normal
16202,174,telnet,0.0,SF,4267,0.09,1,17,0.38,0.0,normal
16203,38,pop_3,0.0,SF,130,0.06,1,4,0.03,0.0,normal
16204,0,nntp,0.04,S0,0,0.04,122,22,0.09,1.0,dos
16205,313,http,0.0,SF,2033,0.0,5,255,1.0,0.0,normal
16206,0,private,0.07,S0,0,0.12,106,1,0.02,1.0,dos
16207,19,ftp_data,0.0,SF,0,0.05,1,45,0.37,0.0,normal
16208,0,ftp_data,0.0,REJ,0,0.0,1,40,1.0,0.0,probe
16209,1032,ecr_i,0.0,SF,0,0.02,511,171,0.67,0.0,dos
16210,0,efs,1.0,S0,0,1.0,510,1,0.0,0.2,probe
16211,44,domain_u,0.0,SF,118,0.01,6,254,1.0,0.0,normal
16212,0,bgp,0.06,S0,0,0.07,277,17,0.07,1.0,dos
16213,0,auth,0.06,S0,0,0.07,270,20,0.08,1.0,dos
16214,0,ftp_data,0.0,S2,0,0.13,1,85,0.23,0.03,normal
16215,0,sunrpc,0.05,S0,0,0.05,291,21,0.08,1.0,dos
16216,0,courier,0.06,S0,0,0.07,132,4,0.02,1.0,dos
16217,0,http,0.0,REJ,0,0.0,1,255,1.0,0.0,normal
16218,52,pop_3,0.0,SF,1066,0.09,1,5,0.03,0.01,normal
16219,0,private,0.06,S0,0,0.08,231,19,0.07,1.0,dos
16220,182,urp_i,1.0,SF,0,0.01,2,12,0.05,0.0,normal
16221,0,hostnames,0.06,S0,0,0.06,264,18,0.07,1.0,dos
16222,331,http,0.0,SF,885,0.0,10,255,1.0,0.0,normal
16223,520,ecr_i,0.0,SF,0,0.0,209,255,1.0,0.0,dos
16224,301,http,0.0,SF,392,0.0,45,219,1.0,0.0,normal
16225,199,http,0.0,SF,530,0.0,12,255,1.0,0.0,normal
16226,45,domain_u,0.01,SF,111,0.03,185,41,0.55,0.0,normal
16227,1489,smtp,0.0,SF,475,0.02,1,30,0.13,0.0,normal
16228,0,ctf,0.06,S0,0,0.06,187,1,0.0,1.0,dos
16229,78,urp_i,0.07,SF,0,0.01,30,15,0.06,0.0,normal
16230,0,sunrpc,0.06,S0,0,0.06,234,14,0.05,1.0,dos
16231,281,http,0.0,SF,1395,0.0,24,255,1.0,0.0,normal
16232,0,http,0.0,S0,0,0.0,2,211,1.0,0.03,normal
16233,5319,ftp_data,0.0,SF,0,0.04,7,92,0.47,0.0,normal
16234,234,http,0.0,SF,3076,0.0,6,255,1.0,0.0,normal
16235,0,private,0.0,SH,0,0.94,1,1,0.01,0.95,probe
16236,0,private,0.07,REJ,0,0.06,90,7,0.03,0.0,dos
16237,1,private,0.0,RSTR,0,0.51,2,2,0.01,0.0,probe
16238,0,nnsp,0.06,S0,0,0.07,149,19,0.07,1.0,dos
16239,261,http,0.0,SF,7816,0.0,15,96,1.0,0.0,normal
16240,0,private,0.06,S0,0,0.05,199,24,0.09,1.0,dos
16241,1,private,0.17,SF,26,0.85,18,5,0.02,0.16,probe
16242,0,uucp_path,0.06,S0,0,0.07,212,16,0.06,1.0,dos
16243,0,private,0.07,S0,0,0.06,135,8,0.03,1.0,dos
16244,516,other,0.0,SF,4,0.0,295,255,1.0,0.0,normal
16245,54540,http,0.0,SF,8314,0.0,5,26,1.0,0.0,dos
16246,215,private,0.0,SF,0,0.01,1,161,0.83,0.0,probe
16247,313,http,0.0,SF,2698,0.0,2,255,1.0,0.0,normal
16248,0,private,0.0,RSTR,0,0.34,1,1,0.0,0.0,probe
16249,1201,smtp,0.0,SF,332,0.04,1,195,0.98,0.0,normal
16250,0,vmnet,0.06,S0,0,0.09,294,18,0.07,1.0,dos
16251,0,hostnames,0.08,REJ,0,0.07,159,15,0.06,0.0,dos
16252,9178,ftp_data,0.0,SF,0,0.05,7,79,0.39,0.0,normal
16253,0,discard,0.06,S0,0,0.08,276,2,0.01,1.0,dos
16254,0,ftp_data,0.06,S0,0,0.08,263,7,0.03,1.0,dos
16255,1032,ecr_i,0.0,SF,0,0.02,511,5,0.03,0.0,dos
16256,0,private,0.07,S0,0,0.06,86,17,0.07,1.0,dos
16257,18,eco_i,0.0,SF,0,0.0,1,27,1.0,0.0,probe
16258,0,sql_net,0.07,S0,0,0.08,105,19,0.07,1.0,dos
16259,317,http,0.0,SF,458,0.0,10,255,1.0,0.0,normal
16260,147,other,0.0,SF,105,0.58,1,1,0.0,0.0,normal
16261,208,http,0.0,SF,6845,0.0,15,255,1.0,0.0,normal
16262,0,uucp_path,0.09,S0,0,0.08,57,15,0.06,1.0,dos
16263,383,ftp_data,0.0,SF,0,0.14,2,76,0.33,0.0,normal
16264,258,http,0.0,SF,9720,0.0,1,255,1.0,0.0,normal
16265,0,whois,0.06,S0,0,0.07,251,20,0.08,1.0,dos
16266,0,iso_tsap,0.07,REJ,0,0.07,232,5,0.02,0.0,dos
16267,0,Z39_50,0.06,S0,0,0.07,255,8,0.03,1.0,dos
16268,1,private,0.0,RSTR,0,0.51,2,2,0.01,0.0,probe
16269,1687,smtp,0.0,SF,366,0.02,1,122,0.72,0.0,normal
16270,8,eco_i,0.0,SF,0,0.0,1,173,1.0,0.0,probe
16271,516,other,0.0,SF,4,0.0,227,227,1.0,0.0,normal
16272,0,private,0.0,RSTR,0,0.17,1,1,0.02,0.11,probe
16273,0,sunrpc,0.06,S0,0,0.07,251,2,0.01,1.0,dos
16274,0,private,0.07,S0,0,0.06,104,10,0.04,1.0,dos
16275,147,other,0.6,SF,105,0.44,5,1,0.0,0.0,normal
16276,45,domain_u,0.0,SF,135,0.0,80,255,1.0,0.0,normal
16277,281,http,0.0,SF,1976,0.0,9,255,1.0,0.0,normal
16278,727,smtp,0.0,SF,327,0.03,1,126,0.5,0.0,normal
16279,1711,smtp,0.0,SF,487,0.02,1,92,0.36,0.44,normal
16280,95,ftp_data,0.07,SF,0,0.06,152,6,0.02,0.98,normal
16281,216,http,0.0,SF,1651,0.0,10,255,1.0,0.0,normal
16282,43,domain_u,0.0,SF,133,0.03,7,62,0.49,0.0,normal
16283,226,http,0.0,SF,1429,0.0,3,255,1.0,0.0,normal
16284,0,private,0.06,S0,0,0.06,133,4,0.02,1.0,dos
16285,0,private,0.05,S0,0,0.06,133,4,0.02,1.0,dos
16286,8,eco_i,0.0,SF,0,0.0,1,61,1.0,0.0,probe
16287,215,http,0.0,SF,288,0.0,39,255,1.0,0.0,normal
16288,0,daytime,0.06,S0,0,0.08,289,12,0.05,1.0,dos
16289,0,other,1.0,REJ,0,1.0,511,1,0.0,0.27,probe
16290,0,private,0.06,REJ,0,0.07,144,11,0.04,0.0,dos
16291,0,private,0.06,S0,0,0.07,250,9,0.04,1.0,dos
16292,102,domain_u,0.0,SF,0,0.18,11,10,0.91,0.0,normal
16293,0,private,0.07,REJ,0,0.0,107,8,1.0,0.0,dos
16294,1032,ecr_i,0.0,SF,0,0.0,35,255,1.0,0.0,dos
16295,313,http,0.0,SF,297,0.0,1,255,1.0,0.0,normal
16296,0,private,0.05,REJ,0,0.06,57,8,0.03,0.0,dos
16297,0,bgp,0.07,S0,0,0.08,209,1,0.0,1.0,dos
16298,0,uucp_path,0.06,REJ,0,0.07,250,8,0.03,0.0,dos
16299,287,ftp,0.0,SF,903,0.07,1,7,0.11,0.0,normal
16300,0,nnsp,0.07,REJ,0,0.07,113,3,0.01,0.0,dos
16301,0,private,0.07,S0,0,0.07,89,19,0.1,1.0,dos
16302,45,domain_u,0.0,SF,127,0.01,78,254,1.0,0.0,normal
16303,0,ftp_data,0.05,S0,0,0.04,74,55,0.22,1.0,dos
16304,242,http,0.0,SF,2317,0.0,2,255,1.0,0.0,normal
16305,0,private,0.0,RSTR,0,0.47,1,1,0.01,0.07,probe
16306,5929,ftp_data,0.0,SF,0,0.03,2,101,0.44,0.0,normal
16307,0,finger,0.05,S0,0,0.02,78,60,0.24,1.0,dos
16308,0,vmnet,0.05,S0,0,0.05,294,12,0.05,1.0,dos
16309,294,http,0.0,SF,1536,0.0,11,255,1.0,0.0,normal
16310,309,http,0.0,SF,1528,0.0,7,255,1.0,0.01,normal
16311,322,http,0.0,SF,4137,0.0,17,255,1.0,0.0,normal
16312,0,nntp,0.05,S0,0,0.05,281,24,0.09,1.0,dos
16313,0,private,0.08,S0,0,0.09,116,11,0.04,1.0,dos
16314,363,http,0.0,SF,1554,0.0,35,255,1.0,0.0,normal
16315,796,smtp,0.0,SF,331,0.02,1,186,0.74,0.0,normal
16316,0,telnet,0.5,RSTO,15,0.04,4,3,0.01,0.0,normal
16317,199,http,0.0,SF,530,0.0,6,255,1.0,0.01,normal
16318,0,shell,0.06,S0,0,0.08,142,1,0.0,1.0,dos
16319,0,whois,0.06,S0,0,0.05,254,17,0.07,1.0,dos
16320,8,eco_i,0.0,SF,0,0.0,1,62,1.0,0.0,probe
16321,308,http,0.0,SF,1608,0.0,12,255,1.0,0.0,normal
16322,3227,telnet,0.0,SF,36853,0.04,1,13,0.1,0.02,normal
16323,44,pm_dump,1.0,SF,192,0.44,109,1,0.0,0.0,probe
16324,0,ctf,0.06,S0,0,0.06,111,3,0.01,1.0,dos
16325,616,smtp,0.0,SF,329,0.03,1,93,0.36,0.0,normal
16326,236,http,0.0,SF,189,0.0,7,255,1.0,0.0,normal
16327,0,exec,0.05,S0,0,0.05,133,19,0.07,1.0,dos
16328,0,ftp_data,0.09,S0,0,0.07,22,37,0.33,1.0,dos
16329,0,private,0.06,S0,0,0.08,218,3,0.01,1.0,dos
16330,361,http,0.0,SF,777,0.0,18,255,1.0,0.0,normal
16331,0,private,0.06,S0,0,0.06,240,10,0.04,1.0,dos
16332,0,finger,0.06,S0,0,0.05,33,17,0.17,0.97,dos
16333,42,domain_u,0.0,SF,127,0.02,64,213,0.84,0.0,normal
16334,0,auth,0.07,S0,0,0.07,260,17,0.07,1.0,dos
16335,1482,ftp,0.0,SF,4152,0.03,1,79,0.41,0.0,normal
16336,202,http,0.0,SF,1271,0.0,7,255,1.0,0.0,normal
16337,147,other,0.6,SF,0,0.69,5,1,0.03,0.0,normal
16338,0,uucp,0.07,RSTO,0,0.07,107,5,0.02,0.0,dos
16339,105,telnet,0.0,SF,1395,0.03,1,2,0.01,0.0,normal
16340,46,domain_u,0.0,SF,76,0.01,246,254,1.0,0.0,normal
16341,0,other,0.95,REJ,0,0.91,502,1,0.0,0.08,probe
16342,0,private,0.52,REJ,0,0.51,432,1,0.0,0.0,probe
16343,0,private,0.07,REJ,0,0.07,74,5,0.02,0.0,dos
16344,0,private,0.07,S0,0,0.07,91,1,0.0,1.0,dos
16345,1,private,0.16,SF,74,0.79,25,4,0.02,0.16,probe
16346,1032,ecr_i,0.0,SF,0,0.0,292,255,1.0,0.0,dos
16347,0,private,0.06,S0,0,0.07,72,7,0.03,1.0,dos
16348,0,private,0.07,S0,0,0.09,222,9,0.04,1.0,dos
16349,147,other,0.0,SF,105,0.65,1,2,0.01,0.0,normal
16350,315,http,0.0,SF,1428,0.0,1,255,1.0,0.01,normal
16351,0,private,0.17,S0,0,0.08,30,18,0.07,1.0,dos
16352,336,http,0.0,SF,2102,0.0,10,255,1.0,0.0,normal
16353,0,http,0.0,REJ,0,0.0,1,121,1.0,0.0,normal
16354,44,domain_u,0.0,SF,113,0.01,1,233,0.91,0.0,normal
16355,239,http,0.0,SF,1423,0.0,13,255,1.0,0.0,normal
16356,44,domain_u,0.02,SF,44,0.01,104,254,1.0,0.0,normal
16357,0,private,0.05,S0,0,0.05,234,11,0.04,1.0,dos
16358,0,systat,0.06,S0,0,0.07,106,6,0.02,1.0,dos
16359,307,http,0.0,SF,12304,0.0,29,255,1.0,0.0,normal
16360,287,ftp,0.0,SF,903,0.03,1,24,0.11,0.0,normal
16361,29,domain_u,0.0,SF,0,0.07,1,37,0.13,0.0,normal
16362,233,http,0.0,SF,261,0.01,4,246,0.96,0.0,normal
16363,0,bgp,0.06,S0,0,0.09,213,7,0.03,1.0,dos
16364,316,http,0.0,SF,21778,0.0,5,255,1.0,0.0,normal
16365,0,other,1.0,REJ,0,1.0,510,1,0.0,0.13,probe
16366,0,http,0.0,REJ,0,0.0,1,255,1.0,0.0,normal
16367,213,http,0.0,SF,3938,0.0,38,255,1.0,0.0,normal
16368,8,eco_i,0.0,SF,0,0.0,1,138,1.0,0.0,probe
16369,0,netbios_ssn,0.05,S0,0,0.05,122,9,0.04,1.0,dos
16370,0,private,0.06,S0,0,0.07,227,15,0.06,1.0,dos
16371,0,private,0.06,S0,0,0.07,108,8,0.03,1.0,dos
16372,46,domain_u,0.0,SF,132,0.0,151,255,1.0,0.0,normal
16373,0,time,0.0,S0,0,0.0,2,26,1.0,0.08,normal
16374,224,http,0.0,SF,1645,0.0,3,255,1.0,0.0,normal
16375,0,whois,0.06,S0,0,0.07,262,19,0.07,1.0,dos
16376,0,uucp_path,0.06,S0,0,0.07,231,7,0.03,1.0,dos
16377,0,http_443,0.06,S0,0,0.07,149,7,0.03,1.0,dos
16378,1192,smtp,0.0,SF,331,0.03,1,125,0.49,0.01,normal
16379,306,http,0.0,SF,304,0.0,4,255,1.0,0.0,normal
16380,339,http,0.0,SF,1619,0.0,2,255,1.0,0.0,normal
16381,0,ftp_data,0.07,S0,0,0.07,240,6,0.02,1.0,dos
16382,220,http,0.0,SF,1032,0.0,27,255,1.0,0.0,normal
16383,0,gopher,0.06,REJ,0,0.08,107,14,0.05,0.0,dos
16384,0,private,0.06,S0,0,0.07,295,16,0.06,1.0,dos
16385,1,private,0.0,RSTR,0,0.25,2,2,0.01,0.0,probe
16386,207,http,0.0,SF,19950,0.0,14,255,1.0,0.0,normal
16387,0,whois,0.06,S0,0,0.07,108,8,0.03,1.0,dos
16388,0,private,0.0,REJ,0,0.02,1,1,0.0,0.0,probe
16389,1032,ecr_i,0.0,SF,0,0.02,511,129,0.51,0.02,dos
16390,0,uucp_path,0.05,S0,0,0.05,266,5,0.02,1.0,dos
16391,8,eco_i,0.0,SF,0,0.0,1,13,1.0,0.0,probe
16392,10,auth,0.0,SF,39,0.03,1,4,0.02,0.0,normal
16393,0,vmnet,0.06,REJ,0,0.08,173,1,0.0,0.0,dos
16394,0,private,0.06,S0,0,0.07,138,8,0.03,1.0,dos
16395,0,private,0.06,S0,0,0.09,208,1,0.0,1.0,dos
16396,43,domain_u,0.0,SF,69,0.01,133,182,0.71,0.0,normal
16397,259,http,0.0,SF,115374,0.0,1,255,1.0,0.0,normal
16398,1136,smtp,0.0,SF,332,0.19,2,159,0.71,0.0,normal
16399,1032,ecr_i,0.0,SF,0,0.04,511,87,0.48,0.01,dos
16400,218,http,0.0,SF,12235,0.0,9,255,1.0,0.0,normal
